rating,title,text
5.0,Really nice boxes,Amazon gift cards have really nice selection of boxes. Perfect for any occasion
5.0,Cute packaging,Cute container and matched my gold and black Christmas color theme.
5.0,The recipient loved it.,"Bought it as a gift, The recipient loved it."
5.0,The recipient loved it.,"Bought it as a gift, The recipient loved it."
5.0,The recipient loved it.,"Bought it as a gift, The recipient loved it."
5.0,Five Stars,"Perfect. Bought as a gift, the recipient loved it."
5.0,Five Stars,"Perfect. Bought as a gift, the recipient loved it."
5.0,Saves $$$,Great deal and very easy to use! Worth reloading!
5.0,It's a reload,No problems
5.0,It's a gift card,Easy to load on Amazon account
5.0,Dollar for dollar,"You buy, you spend."
5.0,$10,Works great to spend
5.0,Great,Just as described; no worries
5.0,Quick and easy,It was either order and got here quick
5.0,🎁 Great gift for that special spoiled one you love 🎁,"Who wouldn't want to receive a free gift credit card? 🎁<br />Is your loved one spoiled and has everything already and you don't know what to buy them?<br /><br />What's not to love about an Visa gift card that you can use anywhere? Its like giving someone cash. Treat your loved one for any occasion.<br />Shipping was quick and painless. plus, I didn't have to leave my house to buy someone a gift!<br /><br />Overall, this purchase was easy and convenient."
5.0,What woman doesnt like a Sephora Gift card ?,"Sometimes I just don't know what to buy for my wife as a gift, and learned recently that she can always appreciate a gift card. Sometimes we feel uncomfortable blowing $50 or $100 on perfume or makeup. So when you get a free gift card, it's a guilt free shopping spree.<br /><br />I see some reviews complaining about activation, which may be nonsense. I have purchased this many times without any issues. Comes already activated and money on it. It's ready to be used in stores or online.<br /><br />Makes a wonderful gift for that special person in your life."
5.0,Who wouldn't want to receive a free gift card? 🎁,"What's not to love about an Amazon gift card? Treat your loved one for any occasion.<br />I give them as holiday gifts to my mail courier, cleaning lady, bank tellers, etc. Everyone just loves them as Amazon carries everything. Shipping was fast and there was no damage to the gift card or box. The only dislike is this style card is made of cardboard instead of the plastic ones they typically give you. Overall, makes a great gift."
5.0,Gift card is lovely and delivery was fast!,Very well presented. I was looking for a card that was well presented but did not reflect a specific holiday. ( As you have to be more careful these days ). These Amazon gift cards are very handy to give as gifts due to the diverse nature of products Amazon offers. Certainly your recipient can find something he / she will like to order when you don't know what to buy them. Card came in pretty gift box with bow and was shrinked in plastic.
5.0,Great gift,Bought as a gift. Pretty cool little tin container.
5.0,Gift Card,Easy to use
5.0,Great,Any kid will love it.
3.0,Is there a setting to set up auto renew prime membership? Auto reload is not the same,Is there a setting to set up auto renew prime membership? Auto reload is not the same as auto renew Prime membership!  I keep searching and the only answer I get it how to reload.  I would also like when I download my Amazon order/ payment ledger that it includes the item name also. So I am able to keep easier track of what I am paying for. There are too many charges on my bank statement to keep track. Please add that feature.
5.0,grandkids always want gift cards for Xmas,"rather than give them a Visa gift card or an Amazon gift card, this year I am mixing it up - food, movies and more. They will be thrilled."
5.0,grandkids always want gift cards for Xmas,"rather than give them a Visa gift card or an Amazon gift card, this year I am mixing it up - food, movies and more. They will be thrilled."
5.0,Got one for all the grandkids,"They are all teens and they all like to buy. So, they can spend hours on Amazon trying to decide on what they want."
5.0,I have been using Office 365 for the past year,"So I bought this one and never saw it in my queue. Never saw it in my Microsoft software page - even though I tried to extend the subscription, it never would show that I bought one. So, I deleted the one to be renewed in April so it wouldn't renew and this one had to be refunded. So, I am left trying to find another one for the same price."
5.0,Great for gifting,The box this was sent in is wonderful for gift cards. And who complains about money.
5.0,I didn't get an actual card,"It is easy to reload. Now for Christmas, three grandkids will be getting their own card."
5.0,who doesn't like a gift card?,Buying Windows Office 365 with 6 users ended up costing me less than 50 because of this gift card that came with it.
5.0,I really appreciate Amazon gift card it helps a lot☺,Thanks this helps a whole lot☺
3.0,Better than nothing,2% back when Apple Pay boasts 6% is hardly worth jumping to joy over. It wouldn’t be so bad if it was more than just a promotional credit that a lot of things don’t qualify for.
5.0,Great!,A good starter gift for someone new to subscription services!
5.0,Best Gift Ever,This was the best gift I received since I also received the Kindle!!!! Buy these for ANYONE!!!!!<br />Any occasion too....
5.0,Five Stars,Cute box.
5.0,Five Stars,"Good, fast delivery."
5.0,Five Stars,Excellent product and item as described; very fast ship.
5.0,Good buy,Got them in a day .. Simple buy and easy .
5.0,Easy gift,A good gift for when you don’t know what they want
5.0,Birthday Bliss,Who doesn't love an Amazon gift card.
5.0,Save yourself time and hassle!,"Perfect gift for the movie lover in your friends or family circle. These always come activated, unlike the ones in the store, which some employees forget to activate and then the cards are deemed useless. I have had that difficulty in the past and jump through a ton of hoops with receipt in hand and was told that there is no way to activate it unless it was at the time of purchase, so the card is useless and a waste of money. Therefore, purchasing through Amazon is a great way to save yourself a lot of time and hassle!"
5.0,LOVE to receive! ❣️,A great way to try and keep me on budget... Not but I still try and I Love it! Love to receive even More ❣️
5.0,Get what u paid for lol,Get what u pay for ;-)
5.0,Five Stars,Fast!
5.0,It works,Aeropostale gift card... What's not to love? My daughters enjoyed spending it and there were not any issues at checkout.
5.0,Great Products,Great products! Very fast shipping!
5.0,Great Product,Thanks! Very fast shipping!
5.0,Five Stars,Good product
5.0,Easy,Love the ease of reloading card!
5.0,Just as described,It's a gift card. What more to say.  Unless the amazon reviewers don't like this either.  Go ahead reject another honest review
1.0,Pissed,Was not easy to load from a Visa Gift Card
5.0,Just as described,Just as described
5.0,I like this feature,Like the ability to turn my visa gift card into amazon gift cards for easier utilization.
3.0,Hard to find,Hard to find on my card
5.0,Nice we for gifts,It's convenient to order then mail to person.
5.0,Gift,"Had to return a gift, do now I can give her this to pick her own gift"
5.0,gift card,"I got this as a gift for my cousin, it was easy and a good gift ,"
5.0,Excellent gift to go along with the gift card,This is a great gift!! The bear is highest quality!
5.0,Very convenient,"I find this a great convenient way to put money into something good to use when buying on Amazon. Money does not expire, no tax, and I was given $5.00 for free for adding $100.00 for the first time. Who doesn't love free money."
5.0,Great,Great
5.0,Good,"It is very easy to use, and i did not come across any problems. I was kind of worried when I read some negative reviews. Recommend!"
5.0,Five Stars,Adorable boxed gift card.  Can't wait to give it!
5.0,Smiling,It was made with great weighted paper and color was great.
